date,t,volume,seares,sea,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,S2,S,CIMF1,CIMF2,CIMF3,CIMF4,CIMF5,IMF1,IMF2,IMF3,IMF4,IMF5,emdres,SSA1,SSA2,SSA3,SSA4,SSA5,SSA6,SSA7,SSA8,SSA9,SSA10,SSA11,SSA12,WD1,WD2,WD3,WD4,WD5,WD6,WD7,CE1,CE2,CE3,CE4,CE5,CE6,CE7,EE1,EE2,EE3,EE4,EE5,EE6,EE7,E1,E2,E3,E4
2010/1/31,49,42021,43410.11415,-1389.114151,,,,,,,,,,,,,,,993.0952139,-456.5588147,433.0565198,-1034.003192,43474.52442,3599.873895,-6023.550658,891.6579156,-156.8894045,43709.90825,38421.12611,,,,,,,,,,,,,6333.257886,-12801.49079,6078.657455,-462.4048495,487.2494899,-1516.399129,43902.08249,4084.111475,-7533.106139,2479.547249,-283.4261745,-10.82721954,4469.097527,38815.60328,4076.410216,-7500.318409,2366.212705,-13.42200252,11650.45021,28211.26255,3221.683105,,,,
2010/2/28,50,40391,43331.02733,-2940.027329,,,,,,,,,,,,,,,1718.98879,-1008.610081,145.9382527,-921.4397626,43396.15013,-3934.744467,-804.8544581,1547.746359,-55.86258436,43638.71515,44325.74447,,,,,,,,,,,,,-4718.817778,-2075.103835,4858.707784,-664.6341611,637.0900336,-1522.401319,43876.12925,-4362.866727,-671.9645346,2240.948247,-224.6437927,185.3207011,4432.974152,38791.23195,-4359.595375,-829.6676386,2420.920514,72.16611437,11699.57939,28166.81516,3219.015221,,,,
2010/3/31,51,57263,40038.16121,17224.83879,,,,,,,,,,,,,,,-1387.612728,-868.8668416,-225.6814832,-800.0733461,43320.39561,5439.17617,6318.51858,1894.580809,41.35936427,43569.36508,51823.82383,,,,,,,,,,,,,1398.210559,10969.12188,2622.455978,-829.3352674,773.1180024,-1522.27649,43851.75963,5052.289749,7388.666766,1434.311288,-157.4263921,376.5261599,4401.190041,38767.44239,5063.271968,7139.137002,1818.371434,152.4701351,11750.58076,28124.54284,3216.450357,,,,
2010/4/30,52,50566,42581.31142,7984.688584,,,,,,,,,,,,,,,1031.700741,-381.6715126,-645.5468049,-670.5907242,43247.41972,-2076.001404,7012.82686,1991.169908,136.0314204,43501.97322,52642.0014,,,,,,,,,,,,,422.0790491,7878.00543,7.18708181,-948.3114804,893.639861,-1516.286309,43829.71433,-549.0777051,7087.28324,439.4219553,-89.05111985,559.4998125,4373.659794,38744.26402,-578.3014817,6974.609291,845.7144197,223.7981586,11803.07881,28084.47062,3213.992135,,,,
2010/5/31,53,37073,42418.26737,-5345.267367,,,,,,,,,,,,,,,777.9193216,51.66523651,-1055.019838,-533.6786792,43177.38133,-11007.54218,2518.584663,1896.251553,229.0512201,43436.65475,48080.54218,,,,,,,,,,,,,489.938858,-3273.656729,-2428.945377,-1016.316178,997.3396098,-1504.737199,43809.30258,-7264.147263,1064.556727,-505.8311326,-23.40513671,729.7863524,4350.312048,38721.7284,-7343.682292,1239.283984,-226.8995225,283.1658357,11856.69715,28046.61871,3211.64417,,,,
2010/6/30,54,29933,41283.90617,-11350.90617,,,,,,,,,,,,,,,-461.6012025,415.7722567,-1390.68019,-390.0239932,43110.4393,-11753.56495,-3674.327572,1667.480644,319.8870269,43373.52485,41686.56495,,,,,,,,,,,,,-2004.166832,-6118.64967,-4299.531487,-1030.987991,1083.318921,-1487.923065,43790.83353,-7392.115337,-5372.783318,-1249.499062,34.07026504,882.358963,4331.099726,38699.86876,-7474.205885,-4882.083845,-1175.300683,327.7432782,11911.0221,28011.00393,3209.410066,,,,
2010/7/31,55,36039,42393.19436,-6354.194363,,,,,,,,,,,,,,,350.8595974,825.0031849,-1589.107468,-240.3134482,43046.75249,-442.7771871,-8600.812626,1362.241334,407.6497614,43312.69872,36481.77719,,,,,,,,,,,,,1593.783825,-2664.738381,-5356.475516,-992.4751992,1151.07137,-1466.204215,43773.95166,2071.704802,-8447.210876,-1663.296664,70.96234488,1012.118293,4316.002572,38678.71953,2016.339219,-7701.326068,-1786.431302,354.7725733,11965.57234,27977.6407,3207.29342,,,,
2010/8/31,56,36445,42331.49656,-5886.496556,,,,,,,,,,,,,,,-288.883655,1306.015543,-1586.493418,-85.62168721,42986.47978,3088.108822,-11426.76846,1037.917775,491.4503442,43254.29152,33356.89118,,,,,,,,,,,,,628.7386332,-1386.389315,-5414.081101,-903.2465109,1200.487501,-1439.924904,43759.34692,1801.534589,-7950.474894,-1566.33288,82.38456982,1114.564409,4305.005959,38658.31825,1864.507907,-7066.086858,-1888.21289,361.3958548,12019.79132,27946.5414,3205.297819,,,,
2010/9/30,57,37293,42943.91123,-5650.911228,,,,,,,,,,,,,,,186.7143267,1085.758634,-1329.747146,71.40540284,42929.78001,4615.620237,-11843.3325,751.8941207,570.3996957,43198.41845,32677.37976,,,,,,,,,,,,,-2431.012437,1258.699078,-4335.534198,-767.8548269,1231.791831,-1409.46594,43746.34231,-8.765072828,-5789.997014,-1109.778387,78.08385606,1186.704739,4298.045996,38638.70588,117.1843751,-4875.444708,-1486.971873,345.2937347,12073.05084,27917.7168,3203.426839,,,,
2010/10/31,58,50277,41519.32162,8757.678381,,,,,,,,,,,,,,,-271.6437193,-485.0105421,-828.491056,227.6548733,42876.81206,15471.45714,-9527.17294,543.9123839,643.6087365,43145.19468,34805.54286,,,,,,,,,,,,,1941.617676,7450.789476,-2128.124302,-592.9204855,1245.546317,-1375.189321,43735.30834,10294.28112,-3824.832146,-401.8268431,66.71392449,1227.753195,4294.984213,38619.92654,10415.51802,-2962.040187,-699.3032374,309.3599075,12124.65824,27891.17668,3201.684048,,,,
2010/11/30,59,50517,41889.20171,8627.798287,,,,,,,,,,,,,,,959.6063334,-2117.413273,-160.7201206,379.9939752,42827.7348,10699.76191,-4370.831723,383.1460232,710.1883872,43094.7354,39817.23809,,,,,,,,,,,,,423.888449,5943.183984,906.0239818,-387.1152602,1242.58554,-1337.514888,43725.95443,7582.921388,-1673.033573,415.9015269,54.83541839,1238.784668,4295.563754,38602.02682,7653.433149,-922.9996776,281.0621353,260.3051274,12173.85357,27866.93093,3200.073,,,,
2010/12/31,60,38739,42213.98833,-3474.988326,,,,,,,,,,,,,,,228.2024,-1900.663463,578.4523632,525.2899598,42782.70707,-7716.619244,2418.087523,221.1263582,769.2495683,43047.15579,46455.61924,,,,,,,,,,,,,-2230.831621,-6605.576178,4090.330563,-161.1187433,1223.99613,-1296.83773,43718.99366,-7755.76259,1179.796171,1167.154395,41.14946499,1222.211418,4299.397169,38585.05397,-7750.366334,1812.872188,1210.529222,205.7436335,12219.84272,27844.99095,3198.597235,,,,
2011/1/31,61,40122,41547.4847,-1425.4847,,,,,,,,,,,,,,,-3685.158841,548.800734,1281.544978,660.4100781,42741.88775,-12455.70376,8745.84481,9.384708348,819.9032003,43002.57104,52577.70376,,,,,,,,,,,,,2141.680236,-12224.75328,6481.341854,72.5292989,1191.029294,-1253.574933,43713.71078,-10491.6213,4801.746922,1731.859084,23.08656275,1181.86609,4306.007533,38569.05511,-10538.4474,5345.160335,1866.537452,153.3275824,12261.82376,27825.37024,3197.26029,,,,
2011/2/28,62,49134,52853.40397,-3719.403969,,,,,,,,,,,,,,,4670.535737,2857.221403,1837.989545,782.2215812,42705.4357,-7155.305148,12767.49624,-300.5476068,861.2732507,42961.08327,56289.30515,,,,,,,,,,,,,-1842.952849,-150.5784,7180.259597,299.9251031,1145.089536,-1208.115598,43710.39452,-5399.898276,8588.645793,1949.796967,3.913899689,1122.611782,4314.85325,38554.07659,-5423.274831,9046.250358,2103.176779,110.1808461,12299.00199,27808.08557,3196.065683,,,,
2011/3/31,63,64489,47060.37655,17428.62345,,,,,,,,,,,,,,,-1317.492282,2666.582679,2150.184642,887.5917203,42673.50979,8427.433152,12992.81796,-746.5294172,892.5473059,42922.731,56061.56685,,,,,,,,,,,,,2737.424843,11877.66475,5732.084398,506.4734229,1087.660648,-1160.894963,43708.67346,8762.493129,10159.83375,1663.591174,-12.33246277,1049.857645,4325.393393,38540.16337,8752.497992,10533.27974,1801.032293,80.76959477,12330.60993,27793.15819,3195.016824,,,,
2011/4/30,64,50121,42072.04902,8048.950981,,,,,,,,,,,,,,,-4475.554073,738.5910115,2189.353619,973.3895858,42646.26888,-988.115443,8614.302148,-1305.652411,912.9668809,42887.49883,51109.11544,,,,,,,,,,,,,-2968.2735,6383.100626,2410.98012,678.0427176,1020.288496,-1112.318143,43709.22339,-1956.607827,7456.40681,814.1761291,-26.78816021,969.3563062,4337.098245,38527.3585,-1938.823171,7740.687929,924.5309441,64.91151293,12355.9585,27780.61531,3194.116869,,,,
2011/5/31,65,38369,43343.87206,-4974.87206,,,,,,,,,,,,,,,-825.8614211,-1498.168671,2006.810761,1037.219567,42623.87182,-4946.218968,1409.16161,-1871.087463,921.7651443,42855.37968,43315.21897,,,,,,,,,,,,,1068.720777,-5311.823726,-1783.147813,802.1397513,944.5038323,-1062.801181,43711.35302,-6379.834152,1421.446061,-385.3013268,-38.69382612,886.2094134,4349.471889,38515.70194,-6348.595525,1609.491328,-286.5720877,61.02505053,12374.54867,27770.48829,3193.36855,,,,
2011/6/30,66,33734,45070.54543,-11336.54543,,,,,,,,,,,,,,,2583.721296,-2867.174989,1667.921967,1079.59966,42606.4775,-1833.240784,-5859.623263,-2317.677708,918.1653242,42826.37643,35567.24078,,,,,,,,,,,,,638.0687691,-5878.664964,-5459.332586,869.3249092,861.8174676,-1012.726271,43715.41681,-2545.335915,-5715.987953,-1628.064263,-48.16561834,804.244424,4362.079609,38505.22972,-2517.363405,-5630.081955,-1524.947674,67.23549133,12386.13215,27762.80744,3192.774036,,,,
2011/7/31,67,35969,42149.88914,-6180.889136,,,,,,,,,,,,,,,-186.7893557,-2590.870966,1231.528903,1101.775799,42594.24476,4056.617845,-9269.234173,-2520.26628,901.3740593,42800.50855,31912.38215,,,,,,,,,,,,,-238.9757433,-826.5547174,-7372.110314,874.3003528,773.6635739,-962.5078572,43721.10731,4616.667647,-9556.421668,-2635.250531,-52.84513009,726.3396428,4374.535172,38495.97487,4621.690019,-9585.615777,-2483.362667,81.47142984,12390.66402,27757.5961,3192.334775,,,,
2011/8/31,68,36268,42110.76244,-5842.762443,,,,,,,,,,,,,,,-1062.729411,-1255.06693,736.2323848,1105.024049,42587.30235,1377.257043,-6381.411517,-2376.642059,870.9878049,42777.80873,34890.74296,,,,,,,,,,,,,-7.844876825,-1121.906984,-6917.117831,816.8175174,681.40229,-912.5219687,43729.11656,2381.980081,-6476.360054,-3118.357002,-48.11072383,654.3733262,4386.507236,38487.96714,2376.534896,-6649.913137,-2902.595576,101.502309,12388.22673,27754.8675,3192.051372,,,,
2011/9/30,69,37643,43364.24461,-5721.244613,,,,,,,,,,,,,,,-798.1148653,259.3458234,226.6141828,1090.754065,42585.6454,-4693.239652,626.0916897,-1876.376907,828.2127567,42758.31211,42336.23965,,,,,,,,,,,,,-1889.570184,-275.7939815,-4355.460706,701.9651405,586.2766519,-863.1402156,43738.70479,-4153.798511,1359.329747,-2994.754802,-35.41380043,588.6639877,4397.741975,38481.2314,-4159.640796,1066.374752,-2715.398765,124.6645227,12378.99908,27754.62456,3191.923531,,,,
2011/10/31,70,53876,45173.01397,8702.986027,,,,,,,,,,,,,,,457.2311373,1315.937873,-249.799618,1060.460706,42589.18387,4433.481986,6957.794438,-1031.988431,774.658158,42742.05385,49442.51801,,,,,,,,,,,,,3438.236207,7141.823823,-668.8037558,539.9318201,489.4209503,-814.6918989,43750.13169,3949.229473,8699.948951,-2169.591582,-16.14552952,528.6996177,4408.074039,38475.78503,3931.831542,8379.840612,-1902.182478,147.5302931,12363.23736,27756.85918,3191.950145,,,,
2011/11/30,71,52909,44440.68219,8468.317814,,,,,,,,,,,,,,,-61.8992305,1540.84267,-651.7277716,1015.663148,42597.80337,2664.024143,6677.652019,126.321501,711.9332524,42729.06908,50244.97586,,,,,,,,,,,,,-1512.736075,7818.886583,2870.439623,345.130465,391.8357259,-767.5239856,43762.99641,2010.304556,8141.673458,-614.6090866,8.90617501,473.6549042,4417.431109,38471.63888,2001.22386,7926.586566,-477.7009936,166.6774577,12341.25899,27761.55281,3192.129439,,,,
2011/12/31,72,40604,43859.34594,-3255.345944,,,,,,,,,,,,,,,-98.25624546,1355.02063,-966.6885452,957.8841378,42611.38596,-3335.014103,-868.2346717,1446.208527,641.6472833,42719.39296,43939.0141,,,,,,,,,,,,,-2905.958338,-5174.915841,5199.656723,134.7702421,294.4083761,-721.9408289,43777.94295,-3610.076433,-525.7712938,1388.801926,33.92231953,422.5215546,4425.805781,38468.79615,-3610.123373,-567.7228183,1328.562423,178.7282522,12313.43536,27768.67744,3192.459064,,,,
2012/1/31,73,42137,43637.26455,-1500.26455,,,,,,,,,,,,,,,72.2176551,1250.312462,-1203.725681,888.6466246,42629.81349,3997.924436,-7691.41673,2552.022166,565.409494,42713.06063,38139.07556,,,,,,,,,,,,,6385.202288,-13300.02844,5810.714441,-72.85689469,197.9111242,-678.2332371,43794.24959,4228.054075,-8626.252982,3208.156689,52.51048056,374.0497106,4433.231866,38467.25016,4245.874723,-8479.580108,2941.062721,180.2743155,12280.20399,27778.19721,3192.936124,,,,
2012/2/29,74,38246,42646.927,-4400.927001,,,,,,,,,,,,,,,-476.8758577,1037.064576,-1375.70308,809.4735575,42652.9678,-5629.285327,-2401.958019,3082.306979,484.8291281,42710.10724,43875.28533,,,,,,,,,,,,,-6944.107978,-2643.177826,4814.969622,-260.3101888,103.0137051,-636.6459045,43812.24096,-5610.993648,-3655.480572,4218.303421,60.42024164,326.9741243,4439.791399,38466.98503,-5604.009397,-3354.130807,3806.332357,167.8255246,12242.0983,27790.06991,3193.557356,,,,
2012/3/31,75,61145,43539.78379,17605.21621,,,,,,,,,,,,,,,1389.409046,243.2407433,-1495.484644,721.8878858,42680.73076,7212.299143,7882.607943,2937.884348,401.6406409,42710.56792,53932.70086,,,,,,,,,,,,,5121.902394,10433.41679,2757.993621,-412.692121,10.28919467,-597.4278098,43831.58552,6944.390859,6731.391876,4218.572136,56.5851306,280.4649103,4445.618299,38467.97679,6943.646553,7097.112962,3769.165042,138.7984738,12199.79096,27804.24744,3194.319232,,,,
2012/4/30,76,47388,39009.80494,8378.195056,,,,,,,,,,,,,,,-2382.07334,-372.5842076,-1575.934273,627.4125587,42712.9842,-7598.434373,9869.201885,2084.675315,318.0793352,42714.47784,54986.43437,,,,,,,,,,,,,-2918.611682,7287.296614,326.0909113,-519.1485867,-79.76408543,-560.7802189,43852.95405,-7634.20827,8711.325301,3113.014521,42.61967633,234.1455488,4450.909434,38470.19379,-7644.776154,8996.56785,2770.942075,95.14831963,12154.11611,27820.67628,3195.217984,,,,
2012/5/31,77,39745,44454.51091,-4709.510911,,,,,,,,,,,,,,,2992.516443,-191.2958351,-1623.890208,527.5705253,42749.60999,-8155.459312,4362.67661,579.4048503,236.5057258,42721.87213,47900.45931,,,,,,,,,,,,,1898.568151,-2867.477745,-1894.437751,-573.7162146,-166.6932767,-526.8808589,43875.59172,-8006.509067,3632.015094,979.7156046,21.87359162,188.3944651,4455.912083,38473.59823,-8010.604868,3693.204295,878.4962443,41.84757689,12106.01495,27839.29852,3196.249631,,,,
2012/6/30,78,33454,44872.24854,-11418.24854,,,,,,,,,,,,,,,3041.627595,238.3342948,-1622.079236,423.8759273,42790.48996,-4244.55683,-4036.023902,-1157.485526,159.2803274,42732.78593,37698.55683,,,,,,,,,,,,,-1591.743767,-4016.043329,-3516.403262,-575.6932162,-250.0912204,-495.8568892,43899.74572,-4335.709826,-3753.089978,-1541.068626,0.585881238,144.2321929,4460.903783,38478.14657,-4325.10381,-3966.158965,-1348.995673,-15.6115665,12056.43148,27860.05292,3197.410049,,,,
2012/7/31,79,37795,44023.19613,-6228.196132,,,,,,,,,,,,,,,2152.224254,266.245089,-1548.593077,317.8138909,42835.50597,7074.705547,-9501.098447,-2614.625156,88.76365481,42747.2544,30720.29445,,,,,,,,,,,,,495.0301302,-972.4322385,-4325.996603,-529.2756907,-329.5728324,-467.82829,43925.00857,6842.824614,-8436.320314,-3646.49208,-17.72286295,102.7282814,4466.189511,38483.79285,6852.679703,-8844.495874,-3229.523963,-71.69458822,12006.27055,27882.87533,3198.69501,,,,
2012/8/31,80,37091,42911.86299,-5820.862995,,,,,,,,,,,,,,,1237.191705,-29.83383171,-1390.91991,210.8851472,42884.53988,4730.895529,-7061.51568,-3371.008755,27.31622267,42765.31268,32360.10447,,,,,,,,,,,,,1439.852653,-2791.562691,-4218.962602,-442.7574586,-404.772348,-442.8668811,43952.01783,4930.18329,-6145.571846,-4688.693951,-32.23068674,64.71527858,4472.106057,38490.49186,4923.359049,-6575.717926,-4198.26171,-120.8257393,11956.40088,27907.69942,3200.100176,,,,
2012/9/30,81,34696,40598.95425,-5902.954248,,,,,,,,,,,,,,,-913.0343964,-377.2981497,-1152.781582,104.5948497,42937.47353,-5063.768846,362.5669176,-3366.928325,-22.8656683,42786.99592,39759.76885,,,,,,,,,,,,,-2854.849272,-2022.833759,-3182.786525,-327.2857468,-475.3010623,-421.0181109,43980.04792,-4765.769777,1080.97446,-4588.293874,-38.94248055,30.83194477,4478.998399,38498.20133,-4766.30015,745.7651706,-4169.228008,-158.0581796,11907.67295,27934.45702,3201.621122,,,,
2012/10/31,82,50732,41912.78714,8819.212865,,,,,,,,,,,,,,,258.4831916,-497.4928946,-842.8396301,0.447703805,42994.18877,3556.441946,7055.845749,-2631.846541,-60.78041547,42812.33926,47175.55805,,,,,,,,,,,,,2931.023101,6276.457104,-1346.333003,-195.4752196,-540.7718101,-402.2779328,44009.41626,3571.696049,7650.479549,-3447.463585,-38.22231117,1.450431718,4487.180226,38506.87964,3582.828939,7517.746868,-3214.990883,-181.6310684,11860.91496,27963.07824,3203.253334,,,,
2012/11/30,83,50595,42178.32352,8416.676479,,,,,,,,,,,,,,,-75.26186284,-221.9449366,-478.9855488,-100.0515854,43054.56745,2879.120251,6186.875009,-1224.631114,-87.73547364,42841.37133,47715.87975,,,,,,,,,,,,,-1432.251344,8080.698506,954.1907064,-60.01176546,-600.7708592,-386.627641,44039.78424,2285.629962,6773.777629,-1422.245989,-32.67454627,-22.91799968,4496.946358,38516.48459,2280.18147,6947.378447,-1450.244883,-192.7060053,11816.90696,27993.4917,3204.992199,,,,
2012/12/31,84,40406,43408.53405,-3002.534053,,,,,,,,,,,,,,,358.3937857,224.5118401,-97.46469509,-195.3983125,43118.49143,-1894.430651,-1065.662302,597.5483507,-105.5414204,42874.08602,42300.43065,,,,,,,,,,,,,-1870.632333,-4008.8126,3174.884173,67.58836007,-654.8826028,-374.0019288,44071.81021,-2791.423633,-896.348192,1123.78388,-23.85538994,-41.7194531,4508.587307,38526.97548,-2822.501555,-374.5746463,788.0651904,-192.9453838,11776.36685,28025.62537,3206.833028,,,,
2013/1/31,85,41449,43043.21265,-1594.212655,,,,,,,,,,,,,,,-849.796808,730.0561359,261.1985403,-284.0877724,43185.84255,2806.544604,-6409.985495,2257.972473,-115.9666625,42910.43508,38642.4554,,,,,,,,,,,,,5489.514519,-11935.69503,4679.470774,177.8775268,-702.6504244,-364.3087428,44104.72586,2329.567461,-7215.215374,3343.574502,-14.60304372,-55.00768442,4522.372175,38538.31196,2289.278008,-6444.095067,2780.808997,-183.9449123,11739.95779,28059.40728,3208.771074,,,,
2013/2/28,86,40373,45468.18141,-5095.181414,,,,,,,,,,,,,,,1221.188731,798.6255008,556.4797665,-364.6152687,43256.50268,-4849.555142,-808.2045698,3201.169086,-120.7663985,42950.35702,45222.55514,,,,,,,,,,,,,-6009.039694,-1868.551003,4948.794142,264.0409842,-743.6244111,-357.4098019,44138.75934,-4993.684796,-2101.02488,4449.782209,-7.354610336,-63.73467384,4538.561499,38550.45525,-5018.933465,-1308.817542,3850.984965,-167.2279187,11708.2919,28094.76644,3210.801696,,,,
2013/3/31,87,60301,42519.91846,17781.08154,,,,,,,,,,,,,,,-1270.699198,140.9825063,754.7575869,-435.4768621,43330.35443,6649.49703,7534.92438,3244.484036,-121.6955971,42993.79015,53651.50297,,,,,,,,,,,,,2721.418501,10418.1984,3796.408722,322.0195056,-777.3394422,-353.1486026,44173.48434,6318.73415,6608.337106,4322.455697,-0.165226311,-69.12364835,4557.393441,38563.36848,6330.920395,7244.918279,3836.749611,-144.1918095,11681.92282,28131.6339,3212.920305,,,,
2013/4/30,88,51615,42611.09915,9003.900851,,,,,,,,,,,,,,,-566.2342103,-584.8010181,850.0225807,-495.171678,43407.28348,-1504.558911,7821.546486,2377.46899,-120.1329566,43040.67639,53119.55891,,,,,,,,,,,,,48.61637761,6677.604398,1483.592432,350.3865301,-803.3624387,-351.3283894,44209.51646,-1836.611157,7331.235618,3026.72266,9.974144223,-72.45396363,4579.115753,38577.01695,-1812.589046,7719.78197,2770.498872,-116.4273117,11661.29055,28169.94326,3215.122328,,,,
2013/5/31,89,38978,43592.3038,-4614.303803,,,,,,,,,,,,,,,662.4984771,-858.3396633,843.3149161,-542.3479512,43487.17802,-6803.957772,1891.002938,915.934709,-115.9386665,43090.95879,45781.95777,,,,,,,,,,,,,965.2012314,-4078.191532,-1332.117459,349.9343268,-821.2657749,-351.7313977,44246.11169,-6996.414391,1878.242021,958.5012961,17.5076652,-75.17952693,4603.97558,38591.36736,-6964.765613,1986.342406,973.7849902,-86.31071337,11646.64597,28209.63019,3217.403267,,,,
2013/6/30,90,31307,42927.95216,-11620.95216,,,,,,,,,,,,,,,-375.6275029,-430.2023398,740.3732136,-576.5151563,43569.92395,-5842.099864,-5182.596131,-704.2913947,-108.598058,43144.58545,37149.09986,,,,,,,,,,,,,-2733.08763,-5576.73043,-3805.274421,323.213673,-830.6835992,-354.102343,44283.56903,-5895.448338,-4677.872951,-1298.344269,18.87608029,-78.81770653,4632.219395,38606.38779,-5900.345041,-4824.639589,-1017.650433,-56.43011793,11638.13912,28250.63254,3219.758719,,,,
2013/7/31,91,37886,44177.197,-6291.197004,,,,,,,,,,,,,,,280.7440482,275.9529043,563.5309789,-598.4086541,43655.37772,5427.257773,-8608.037688,-2037.128077,-97.62718575,43201.53518,32458.74223,,,,,,,,,,,,,1331.446261,-1665.419487,-5186.167154,273.9965152,-831.2974236,-358.1693835,44321.53761,5628.425944,-7904.373617,-3058.687755,18.9702256,-84.45690304,4664.073246,38622.04886,5607.02404,-8217.538247,-2630.142246,-29.3617704,11635.85435,28292.88992,3222.184383,,,,
2013/8/31,92,38210,43867.05093,-5657.050932,,,,,,,,,,,,,,,-351.9028417,745.3651338,339.2337904,-609.021981,43743.37683,3572.052301,-5820.009794,-2721.287205,-82.601334,43261.84603,34637.9477,,,,,,,,,,,,,1406.379766,-1509.159777,-5068.260984,206.8460718,-822.8873708,-363.631102,44360.66602,3881.587605,-5091.074802,-3845.535669,19.60696285,-92.63982946,4699.731479,38638.32425,3855.188109,-5442.176811,-3402.207939,-7.666932165,11639.80745,28336.34394,3224.676095,,,,
2013/9/30,93,38199,44510.3384,-6311.338405,,,,,,,,,,,,,,,482.70894,709.7509429,93.46845185,-609.3418904,43833.75196,-3814.635879,1485.828702,-2734.650141,-63.14277608,43325.60009,42013.63588,,,,,,,,,,,,,-2080.297548,437.0204986,-3509.218261,126.7686673,-805.3174013,-370.1750137,44400.18452,-3601.691047,2149.750653,-3658.045473,17.77152707,-103.3519926,4739.377637,38655.1887,-3599.920254,1855.057471,-3321.732555,6.583621219,11649.9231,28380.93848,3227.229785,,,,
2013/10/31,94,51814,43169.98031,8644.019685,,,,,,,,,,,,,,,-297.6059084,291.2208884,-149.6133309,-600.3501285,43926.32879,3016.574201,7583.311491,-2139.458995,-39.39445311,43392.96776,48797.4258,,,,,,,,,,,,,1763.38452,7718.936284,-991.6167882,39.02401228,-778.5796586,-377.4636308,44440.32228,2783.365146,8343.284643,-2663.711925,11.41245493,-116.1377186,4783.170588,38672.61681,2801.853344,8171.384719,-2490.915422,13.32021335,11666.01292,28426.6193,3229.841473,,,,
2013/11/30,95,50684,42245.49033,8438.509668,,,,,,,,,,,,,,,-658.4191583,-167.6764589,-366.3186264,-583.0273172,44020.93189,1902.825332,6368.491539,-1038.25178,-13.22047733,43464.15539,48781.17467,,,,,,,,,,,,,-1696.545921,7332.147664,1746.657955,-50.98521758,-742.7834685,-385.1480571,44480.66,1345.849667,6999.939932,-1056.566589,3.458103978,-130.4917031,4831.228333,38690.58226,1354.156778,6977.567628,-1051.234388,13.62402566,11687.78864,28473.33349,3232.507297,,,,
2013/12/31,96,40039,42668.06477,-2629.064766,,,,,,,,,,,,,,,5.732354536,-363.7448235,-532.9545035,-558.3537106,44117.38545,-2630.340774,-1164.561934,281.4388775,13.09059567,43539.37323,42669.34077,,,,,,,,,,,,,-1137.66453,-6058.791392,3942.442308,-137.8041276,-698.19044,-392.8630714,44521.82051,-2972.076849,-1252.871056,820.366713,-3.358897823,-145.7403523,4883.623552,38709.05689,-2970.599791,-1138.1953,664.9521632,8.817195316,11714.89016,28521.0294,3235.223497,,,,
2014/1/31,97,41835,43413.92565,-1578.925648,,,,,,,,,,,,,,,661.0462673,-303.3414541,-632.0206048,-527.2718023,44215.51324,4154.762529,-7395.980418,1420.136127,37.25021025,43618.83155,37680.23747,,,,,,,,,,,,,7064.102176,-13550.80598,5020.054589,-216.0315666,-645.2055886,-400.2442372,44563.07124,4462.595102,-8525.830963,2398.170966,-7.31328394,-160.9787418,4940.34495,38728.01197,4454.720487,-8315.454955,2131.380763,0.29764308,11746.89619,28569.65625,3237.986442,,,,
2014/2/28,98,36822,42418.11366,-5596.113657,,,,,,,,,,,,,,,-645.5008832,-90.15698654,-670.7927552,-490.5740639,44315.13835,-6684.1924,-2289.220854,2035.702856,56.97055582,43702.73984,43506.1924,,,,,,,,,,,,,-9218.359483,-2022.228105,4729.653753,-280.502773,-584.3929728,-406.9172431,44604.71953,-6598.946499,-3333.928024,3189.429179,-8.392069594,-174.8700016,5001.287613,38747.4198,-6598.917327,-3095.0687,2882.910247,-10.47741586,11783.32971,28619.16372,3240.792645,,,,
2014/3/31,99,62048,43977.59885,18070.40115,,,,,,,,,,,,,,,641.2377367,32.05578574,-662.8509533,-448.9269071,44416.08319,8984.064426,7117.340116,2085.324023,69.97125064,43791.30018,53063.93557,,,,,,,,,,,,,3999.301945,11469.93728,3187.892634,-326.5435152,-516.462165,-412.5050315,44646.42251,8467.578985,6811.957044,3130.598228,-10.08814507,-185.5584552,5066.258183,38767.25416,8468.481017,7013.907447,2854.946099,-22.06974148,11823.66663,28669.5018,3243.638738,,,,
2014/4/30,100,53611,43859.79191,9751.208093,,,,,,,,,,,,,,,383.5623067,-15.27722022,-624.0078756,-402.6553448,44518.17004,-731.7885031,8783.086829,1600.722867,74.30047722,43884.67833,54342.7885,,,,,,,,,,,,,1382.349786,7923.105862,825.9790205,-350.3292059,-442.2739771,-416.6316955,44688.83168,-939.4739669,8532.441602,2299.954601,-13.09449291,-191.3080799,5134.990689,38787.48965,-931.1913523,8657.957008,2083.787565,-33.28852573,11867.36143,28720.62063,3246.521459,,,,
2014/5/31,101,38309,42938.51549,-4629.515489,,,,,,,,,,,,,,,-637.4140607,-114.1805436,-579.0708663,-352.040239,44621.2212,-10162.44203,3755.043358,664.1832563,69.27601164,43982.9394,48471.44203,,,,,,,,,,,,,-215.2185595,-3345.694081,-1730.25149,-349.2868614,-362.8310228,-418.937475,44731.18021,-9655.856039,3354.201489,802.7975827,-16.52340073,-190.9126659,5207.190124,38808.10291,-9656.663673,3387.67473,685.3975815,-42.98025575,11913.8778,28772.46948,3249.437596,,,,
