date,t,volume,seares,sea,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,S2,S,CIMF1,CIMF2,CIMF3,CIMF4,CIMF5,CIMF6,IMF1,IMF2,IMF3,IMF4,IMF5,emdres,SSA1,SSA2,SSA3,SSA4,SSA5,SSA6,SSA7,SSA8,SSA9,SSA10,SSA11,SSA12,WD1,WD2,WD3,WD4,WD5,WD6,CE1,CE2,CE3,CE4,CE5,CE6,EE1,EE2,EE3,EE4,EE5,EE6,E1,E2,E3,E4
2011/4/30,52,107845,98327.87287,9517.127135,,,,,,,,,,,,,,,-1108.17335,-358.1204368,247.4122124,2530.042032,97016.71241,96010.12589,-2419.823177,12317.25283,-3361.42479,4933.634845,96375.36029,110267.6889,,,,,,,,,,,,,-720.0799949,10239.93192,-1028.43479,-3404.635786,5194.568506,97563.7109,-4604.068216,13645.15875,-1297.335927,-1156.67766,3747.508915,97510.41413,-4605.31674,13573.95947,-2434.847891,4587.781957,63983.81112,32754.36071,,,,
2011/5/31,53,99638,100603.2427,-965.242728,,,,,,,,,,,,,,,-60.79451849,1133.936794,-516.7504904,2979.86702,97066.9839,96035.04157,-11101.25322,11671.96917,-2274.59061,5008.561748,96333.31292,110744.2038,,,,,,,,,,,,,-3695.71569,3954.905683,-300.1961801,-3370.6826,5446.961507,97602.70586,-12065.52071,11982.93057,-657.2800774,-1083.845765,4017.557356,97444.15863,-12069.22363,11925.35445,-1433.864985,4469.47323,63982.90667,32756.88257,,,,
2011/6/30,54,103977,102154.9405,1822.059547,,,,,,,,,,,,,,,191.7307397,2636.57552,-1182.157024,3392.27612,97116.51514,96059.98081,1873.537098,1703.610897,-946.2789569,5058.288002,96287.84296,102104.2207,,,,,,,,,,,,,1626.490839,1783.726623,452.0601361,-3108.740169,5591.612793,97631.86364,3233.455606,50.00653687,-30.21680872,-891.1315682,4242.123941,97372.76229,3261.303399,26.78416933,-360.8669342,4323.537093,63971.8387,32759.57581,,,,
2011/7/31,55,102605,102126.6098,478.3902203,,,,,,,,,,,,,,,-878.0788002,3758.913172,-1672.892546,3753.419986,97165.24799,96084.93673,8240.683395,-7331.836216,376.3509283,5080.888275,96238.91362,94359.74181,,,,,,,,,,,,,3282.751567,-2326.243345,1026.456852,-2657.17244,5629.098063,97650.12234,10977.95259,-9889.908055,425.6081251,-624.9839124,4420.20431,97296.12694,10992.01485,-9836.523286,593.2325762,4155.50898,63950.32675,32762.44401,,,,
2011/8/31,56,86422,100934.4582,-14512.45819,,,,,,,,,,,,,,,-2034.924673,3633.284164,-1927.572396,4050.546849,97213.12426,96109.90244,-8301.162152,-8002.874871,1465.11169,5074.313235,96186.6121,94720.26499,,,,,,,,,,,,,-3700.653788,-12321.81546,1290.251719,-2067.10714,5562.519699,97658.75379,-6936.075341,-8718.817948,637.5227412,-325.3149855,4550.540576,97214.14496,-6961.896617,-8573.424683,1282.19598,3970.191866,63918.63911,32765.49046,,,,
2011/9/30,57,90723,100763.9837,-10040.98374,,,,,,,,,,,,,,,-520.0103683,1691.670812,-1943.276809,4275.514291,97260.08577,96134.87107,-10334.14268,-2343.550856,2233.154375,5036.425512,96131.11365,101066.9954,,,,,,,,,,,,,-2117.720751,-10024.28331,1207.340602,-1395.71208,5397.173125,97656.18966,-11274.27717,-364.8487008,635.804292,-32.23128849,4631.868614,97126.68426,-11274.87182,-153.0363708,1741.835304,3770.780587,63877.31452,32768.71915,,,,
2011/10/31,58,120379,101394.9847,18984.01526,,,,,,,,,,,,,,,2734.138215,-1334.388617,-1732.995274,4422.156005,97306.07437,96159.83574,13410.10414,3306.539645,2624.674973,4965.032573,96072.64867,106995.2345,,,,,,,,,,,,,7015.785226,10444.98702,834.6470486,-699.9842087,5140.465998,97643.19966,11778.38433,6188.230718,506.4171236,209.1031766,4663.172813,97033.69184,11765.96727,6400.700218,2062.902874,3557.346225,63826.98224,32772.1367,,,,
2011/11/30,59,118069,104981.1797,13087.82033,,,,,,,,,,,,,,,8189.889157,-3734.204596,-1310.070835,4484.534098,97351.03188,96184.78955,10484.11145,4132.773514,2583.506143,4857.136745,96011.47215,107626.629,,,,,,,,,,,,,-4950.930256,20335.40155,295.1476144,-31.29607193,4801.519689,97619.22927,10197.60408,5563.337961,360.0098271,369.5420743,4643.177481,96935.32858,10188.54343,5675.676007,2323.872061,3327.89817,63768.30001,32775.75118,,,,
2011/12/31,60,103305,104208.1085,-903.1085462,,,,,,,,,,,,,,,6994.524623,-3936.355495,-701.6737675,4456.706194,97394.90695,96209.72566,-1154.060152,1708.224136,2095.648881,4707.335368,95947.85177,104503.4251,,,,,,,,,,,,,-504.2468939,1522.763895,-258.9290581,568.4925868,4390.971004,97585.97251,704.6724303,546.5722888,207.0129049,444.9513084,4569.814824,96831.97624,726.4544329,488.7432819,2537.542821,3080.363518,63701.93642,32779.57079,,,,
2012/1/31,61,86116,89985.33906,-3869.339064,,,,,,,,,,,,,,,-10143.09317,-1642.723016,0.777094973,4332.692015,97437.68614,96234.63722,-14599.60071,-982.8887652,1304.068891,4512.357724,95882.06286,100738.6652,,,,,,,,,,,,,3049.386106,-18781.79005,-683.4569292,1069.200035,3920.487916,97542.14605,-11545.44335,-4034.051209,80.79189834,449.8370791,4440.69301,96724.17257,-11527.01503,-4270.722658,2694.802065,2813.183173,63628.5673,32783.6036,,,,
2012/2/29,62,86652,113741.4576,-27089.45759,,,,,,,,,,,,,,,9358.399397,2140.948901,656.2420132,4106.462112,97479.40518,96259.51749,-12251.24425,-1571.577554,390.7779125,4269.659445,95814.38445,98877.68865,,,,,,,,,,,,,-2973.138005,-11842.47784,-876.5916975,1452.932601,3402.535479,97488.71232,-10435.36076,-4203.510665,10.66918783,414.5402997,4253.143467,96612.51847,-10402.4052,-4583.305319,2786.367558,2525.390836,63548.88508,32787.85756,,,,
2012/3/31,63,111444,98106.28648,13337.71352,,,,,,,,,,,,,,,-7553.966395,3253.433799,1114.732244,3771.976453,97520.11038,96284.3599,12378.82495,-204.8567417,-451.7599265,3976.695548,95745.09617,98979.21296,,,,,,,,,,,,,3023.246448,7240.201984,-807.6208717,1713.048733,2849.909168,97425.28998,10834.06461,-230.67105,-41.11668755,379.3019771,4004.740058,96497.6811,10835.68621,-689.0785686,2810.211705,2216.795628,63463.63859,32792.34035,,,,
2012/4/30,64,110037,100194.1144,9842.885604,,,,,,,,,,,,,,,-2862.561807,908.947239,1261.650903,3326.230007,97559.84806,96309.15872,10245.91623,1475.847949,-990.1628901,3630.921053,95674.47765,99664.30893,,,,,,,,,,,,,-1882.073098,10970.42943,-533.014395,1852.427469,2275.487547,97353.83711,5409.877045,4241.541981,-62.93090499,373.6646733,3694.488998,96380.35821,5440.842497,3769.881886,2770.142525,1887.711779,63373.66177,32797.05932,,,,
2012/5/31,65,102867,103087.5102,-220.5101667,,,,,,,,,,,,,,,3448.273647,-1861.754266,1123.089412,2779.23688,97598.66453,96333.90952,3933.501848,1154.233747,-1053.621352,3230.077222,95602.80854,98808.43542,,,,,,,,,,,,,-1164.733812,3370.92617,-185.2697033,1880.833216,1691.804961,97273.44768,-1836.385065,4752.160284,-42.12288924,408.633397,3323.447475,96261.2668,-1766.976044,4346.034045,2674.307661,1539.025782,63279.83355,32802.02134,,,,
2012/6/30,66,102438,100482.7837,1955.216251,,,,,,,,,,,,,,,2114.087669,-2172.487301,757.0145643,2147.562672,97636.6061,96358.60888,6845.087652,-1959.624163,-753.5393798,2775.707443,95530.36845,95520.99312,,,,,,,,,,,,,2153.497432,100.5250137,75.01370021,1812.608933,1110.822631,97185.54698,3627.962067,-708.5833465,11.06355297,471.1363857,2895.300129,96141.12121,3719.507406,-975.5424094,2537.338891,1172.482701,63183.01759,32807.23288,,,,
2012/7/31,67,96822,97414.79977,-592.7997728,,,,,,,,,,,,,,,-1322.51825,-627.3633209,242.3101597,1448.652101,97673.71908,96383.2539,3327.822979,-3958.875926,-284.9016977,2280.517619,95457.43703,93483.30821,,,,,,,,,,,,,510.7954306,-3122.164713,135.3660161,1664.2252,543.5905667,97090.18206,4102.868705,-6322.868625,70.98439892,533.8864546,2416.501905,96020.62716,4170.151849,-6415.38308,2370.912493,790.7245501,63084.04444,32812.6999,,,,
2012/8/31,68,85889,100333.9192,-14444.91922,,,,,,,,,,,,,,,1056.541253,1122.333749,-254.9554841,699.9498894,97710.04979,96407.84176,-8782.389006,-2644.041879,170.3535473,1760.783434,95384.2939,94708.63708,,,,,,,,,,,,,-1785.691922,-10769.2523,1.496896358,1452.679468,0.086353392,96989.63257,-5149.500263,-7431.764962,105.6008219,568.6488988,1895.536142,95900.47936,-5097.715733,-7396.259706,2181.419709,397.2529504,62983.71787,32818.42799,,,,
2012/9/30,69,87752,97728.7384,-9976.738404,,,,,,,,,,,,,,,-855.7762049,1485.023758,-565.0544545,-81.0992437,97745.64455,96432.36964,-11954.24063,2663.694199,499.0586177,1232.269096,95311.21872,99757.16622,,,,,,,,,,,,,-1972.967429,-7655.97808,-185.4060155,1194.174153,-510.9872038,96883.14918,-8192.852747,-1810.647482,72.64655179,559.9362822,1341.574078,95781.34332,-8186.64048,-1739.282776,1974.779838,-3.064784485,62882.82276,32824.4224,,,,
2012/10/31,70,113567,95723.99471,17843.00529,,,,,,,,,,,,,,,-1082.973352,521.8268927,-618.3579059,-877.0505775,97780.54965,96456.83473,8249.893074,8762.792478,607.4276234,708.3957307,95238.49109,105347.3259,,,,,,,,,,,,,6461.249854,10624.835,-212.5484212,903.6537143,-982.323473,96772.20937,8673.227159,7940.230106,8.102628495,516.2924342,765.317592,95663.83008,8632.567503,7971.350267,1762.180611,-403.9357728,62782.13579,32830.68817,,,,
2012/11/30,71,109439,95745.07093,13693.92907,,,,,,,,,,,,,,,1064.745632,-990.4415045,-473.6606721,-1670.383952,97814.81143,96481.23419,4607.392787,9031.741347,433.6096719,199.8655207,95166.39067,104842.3918,,,,,,,,,,,,,-4761.368004,18280.73756,76.24177056,594.6574949,-1408.097531,96656.87677,2118.33419,11187.3333,-47.07539597,452.6709052,179.2118277,95548.52517,2057.578002,11113.38659,1555.505818,-798.2139031,62682.43236,32837.23013,,,,
2012/12/31,72,91734,92541.35776,-807.3577649,,,,,,,,,,,,,,,-1044.434012,-1601.794687,-217.6122713,-2443.27745,97848.47618,96505.56521,-4518.824075,1397.042112,45.13038008,-284.5455061,95095.19709,96249.97057,,,,,,,,,,,,,-4165.025214,208.8405626,655.0869766,279.5491968,-1783.993065,96539.53611,-6423.074928,2838.321079,-89.98325763,375.552281,-402.8167406,95436.00157,-6482.181159,2610.661297,1359.013007,-1178.217523,62584.48803,32844.05296,,,,
2013/1/31,73,91422,95558.7513,-4136.751302,,,,,,,,,,,,,,,1161.931744,-369.6411405,62.32515857,-3177.454689,97881.59023,96529.82472,8074.175117,-10522.37967,-418.5621248,-736.423294,95025.18997,83347.11162,,,,,,,,,,,,,13931.17769,-18068.94307,1277.311736,-30.10361891,-2107.121657,96419.64828,9944.820129,-13102.9763,-68.08880085,287.8413457,-966.4068546,95326.81048,9940.680782,-13471.26223,1149.704462,-1535.849231,62489.07737,32851.16122,,,,
2013/2/28,74,67851,94462.67379,-26611.67379,,,,,,,,,,,,,,,-1449.83496,1575.691299,275.9465706,-3853.328999,97914.19988,96554.00913,-14061.48782,-11089.37376,-807.4336486,-1147.353734,94956.64896,81913.35719,,,,,,,,,,,,,-16438.88796,-10881.10033,1571.211121,-323.2463081,-2376.031936,96298.99349,-12786.40652,-13305.79529,37.70790651,180.8249715,-1496.817621,95221.48655,-12767.28381,-13684.53536,894.1957818,-1862.93334,62396.97394,32858.5594,,,,
2013/3/31,75,111063,97624.91815,13438.08185,,,,,,,,,,,,,,,1772.349126,2018.433761,341.3403318,-4453.556519,97946.35145,96578.11448,17220.69582,1475.399561,-1013.979151,-1508.96992,94889.85369,93840.8943,,,,,,,,,,,,,9645.913798,7178.454641,1240.382433,-589.0378039,-2590.542016,96177.90557,13928.14202,3777.519612,180.4086364,35.79634734,-1979.417833,95120.55122,13944.86596,3551.192411,546.5437033,-2151.833374,62308.95067,32866.25192,,,,
2013/4/30,76,103559,92982.48,10576.52,,,,,,,,,,,,,,,-878.4809632,621.5766632,230.5519126,-4969.258867,97978.09125,96602.13677,1040.679832,10607.14036,-1100.619943,-1813.284027,94825.08378,102515.1845,,,,,,,,,,,,,127.602843,10677.7548,263.4200103,-816.979081,-2751.678819,96058.94341,-3109.199132,13965.39928,241.4746521,-162.731192,-2400.496896,95024.55329,-3135.364407,13950.90654,53.79963787,-2396.202991,62225.77906,32874.24314,,,,
2013/5/31,77,89947,89486.51231,460.4876917,,,,,,,,,,,,,,,-1927.441041,-1205.416448,7.521765231,-5397.617569,98009.4656,96626.072,-11764.9112,10159.669,-1156.967027,-2053.409652,94762.61888,101713.1466,,,,,,,,,,,,,-4583.521624,3480.15683,-1032.786362,-997.0731513,-2861.382871,95941.57714,-13083.48386,11071.17016,183.6759621,-411.3451979,-2747.09545,94934.07839,-13128.82132,11225.52859,-603.1934349,-2591.222955,62148.22621,32882.53734,,,,
2013/6/30,78,91468,89501.50726,1966.492743,,,,,,,,,,,,,,,-520.4187327,-2038.827584,-242.8877495,-5736.879483,98040.52081,96649.91614,-261.7070219,464.9192123,-1213.64166,-2224.309151,94702.73862,91732.40763,,,,,,,,,,,,,1626.707574,150.7054919,-2093.963048,-1120.507928,-2922.47783,95827.49761,2430.244632,-2119.162456,-6.944583418,-678.9188323,-3006.984277,94849.76552,2419.868874,-1884.511322,-1308.560763,-2732.576843,62077.04037,32891.13867,,,,
2013/7/31,79,89148,91320.89467,-2172.894669,,,,,,,,,,,,,,,1390.972075,-1709.816291,-446.2728341,-5985.291467,98071.30319,96673.66519,6160.370048,-8050.167944,-1283.917209,-2324.007529,94645.72263,82984.63152,,,,,,,,,,,,,3234.442466,-3274.42588,-2410.340687,-1180.268316,-2938.361603,95716.90938,10614.43346,-11929.99167,-225.2582011,-914.6738422,-3168.801193,94772.29145,10674.94186,-11697.87283,-1912.186284,-2815.98573,62012.89761,32900.05112,,,,
2013/8/31,80,76056,90815.78526,-14759.78526,,,,,,,,,,,,,,,46.25585017,-616.1471454,-575.0465823,-6141.13591,98101.85905,96697.31514,-6982.918328,-7836.868333,-1360.965459,-2355.100234,94591.85235,83033.82697,,,,,,,,,,,,,-2974.791497,-10699.5365,-1797.0435,-1172.086248,-2912.952731,95612.32685,-4967.382086,-8970.090328,-422.9870808,-1063.438789,-3222.47091,94702.36919,-4912.521777,-8766.353231,-2279.878034,-2837.060374,61956.29696,32909.27857,,,,
2013/9/30,81,80549,90315.51631,-9766.516312,,,,,,,,,,,,,,,-1389.543198,407.6733432,-630.8313082,-6204.017233,98132.23471,96720.86199,-8985.736345,-1310.490692,-1371.887548,-2324.30208,94541.41667,89529.39946,,,,,,,,,,,,,-3025.129989,-7476.4537,-517.2635944,-1095.139104,-2850.330567,95513.26704,-10781.17139,1473.445939,-545.131544,-1075.979169,-3162.8578,94640.69396,-10767.68411,1631.501822,-2344.896667,-2792.105834,61907.49412,32918.82476,,,,
2013/10/31,82,110632,94181.27966,16450.72034,,,,,,,,,,,,,,,2067.703159,744.9073791,-614.5421895,-6179.255277,98162.46659,96744.30171,14864.6053,4739.961807,-1227.150375,-2240.132654,94494.71592,95765.10519,,,,,,,,,,,,,7657.005578,10423.54764,837.5413826,-952.8517201,-2754.747427,95421.55056,11114.58918,9387.768555,-539.2814892,-921.8896843,-2996.965213,94587.77865,11073.93397,9484.777993,-2053.403149,-2681.617356,61866.58099,32928.6931,,,,
2013/11/30,83,106746,92301.45115,14444.54885,,,,,,,,,,,,,,,-178.7386926,886.8630073,-522.0337719,-6077.190972,98192.55158,96767.63031,10217.07075,5025.384167,-836.0930271,-2112.448252,94452.08636,96529.59638,,,,,,,,,,,,,-4789.173277,17923.85986,1657.403157,-753.2250685,-2630.330976,95337.46798,7948.973921,7968.486834,-366.5482073,-608.0805674,-2740.704116,94543.87214,7906.174396,7973.155971,-1383.698183,-2512.340381,61833.55565,32938.8862,,,,
2013/12/31,84,91400,91519.53266,-119.5326606,,,,,,,,,,,,,,,-1441.115475,995.4874225,-348.1904173,-5909.125543,98222.47667,96790.84377,-2124.067937,1214.299595,-153.416549,-1950.692021,94413.87691,93522.30007,,,,,,,,,,,,,-2866.959753,351.4156197,1641.989642,-508.8998802,-2481.106479,95263.51565,-798.9600427,313.3659665,-28.39896368,-183.248215,-2411.902148,94509.1434,-795.7078563,198.8150827,-471.8180141,-2292.480241,61808.41155,32949.40545,,,,
2014/1/31,85,84412,88624.84268,-4212.842682,,,,,,,,,,,,,,,-4922.921246,1069.791764,-87.89648764,-5686.36022,98252.22887,96813.93808,-5745.828308,-3144.734554,686.2446235,-1764.120075,94380.43831,90158.43259,,,,,,,,,,,,,8408.831157,-17602.8225,954.1937202,-236.5860677,-2310.726226,95199.02097,-1065.822397,-7584.982435,332.4873367,275.7023245,-2029.117845,94483.73302,-999.9410927,-7797.55684,486.1177249,-2030.255394,61791.149,32960.25189,,,,
2014/2/28,86,72839,98900.29902,-26061.29902,,,,,,,,,,,,,,,4884.329322,896.1887144,258.1820474,-5420.196229,98281.79517,96836.90924,-17001.97548,-4452.477227,1503.319921,-1561.988697,94352.12148,89841.02992,,,,,,,,,,,,,-9443.771741,-10889.4689,105.2297569,43.94919702,-2122.562983,95145.51553,-12715.32358,-8604.027185,617.0344568,685.3721865,-1611.806439,94467.75056,-12663.42051,-8820.633925,1297.984767,-1733.881156,61781.76944,32971.42645,,,,
2014/3/31,87,107145,93608.59966,13536.40034,,,,,,,,,,,,,,,-56.5396345,-175.0203183,650.9318533,-5121.934798,98311.16256,96859.75323,12769.69194,-731.1399508,2130.724854,-1353.554121,94329.27728,94374.79493,,,,,,,,,,,,,7242.530531,6772.276629,-364.6577667,311.4385237,-1919.550914,95102.96819,12253.5988,-140.7920617,774.5936814,975.4715846,-1179.141844,94461.26984,12235.18976,-268.7662078,1828.010924,-1411.566868,61780.27437,32982.92997,,,,
2014/4/30,88,101917,90212.52397,11704.47603,,,,,,,,,,,,,,,-3006.03019,-1303.060984,984.1742537,-4802.877154,98340.31804,96882.46605,2477.391353,3824.10541,2451.319249,-1148.073655,94312.25764,99440.38387,,,,,,,,,,,,,-2517.824483,10738.02413,-217.6045803,545.0692719,-1704.292373,95073.64686,-2258.243765,8548.352881,815.1497467,1096.809521,-749.4085229,94464.34014,-2305.21808,8508.067451,2013.941506,-1071.29858,61786.66509,32994.76309,,,,
2014/5/31,89,96068,95741.05905,326.9409501,,,,,,,,,,,,,,,2046.339005,-1357.30437,1157.100318,-4474.324523,98369.24862,96905.04369,-4279.907448,4640.848528,2358.28277,-952.6399842,94301.41613,100348.276,,,,,,,,,,,,,-2471.867489,3893.323404,342.1173409,726.5808688,-1478.9664,95056.75778,-9290.767678,9504.161291,688.3235048,1026.883402,-337.5987216,94476.9982,-9356.670394,9519.983387,1810.699592,-719.7740579,61800.94441,33006.92626,,,,
2014/6/30,90,98659,96776.37114,1882.628861,,,,,,,,,,,,,,,1391.420923,-19.77410388,1153.408768,-4146.625732,98397.94129,96927.48213,3532.6834,-193.5417558,1788.666327,-765.9147709,94297.1068,95127.30311,,,,,,,,,,,,,3264.468709,-64.2768203,807.9980943,842.4204831,-1245.467165,95053.80883,3125.382664,-169.5778034,370.5308735,784.8054287,48.55293007,94499.30591,3093.171235,-127.4790485,1218.167371,-362.4574782,61823.11786,33019.41971,,,,
2014/7/31,91,92397,95756.24306,-3359.243061,,,,,,,,,,,,,,,-1493.025449,1664.736728,983.1752674,-3825.026523,98426.38304,96949.77737,2248.077002,-4452.932875,887.4994818,-585.3289617,94299.68535,90147.58973,,,,,,,,,,,,,561.6485718,-3817.537134,708.1597207,885.3677974,-1005.416196,95064.72523,6366.198412,-9317.23359,-18.24603548,429.0496888,405.8961,94531.33542,6397.780869,-9259.239706,386.8985711,-6.587596524,61853.1922,33032.24345,,,,
2014/8/31,92,81298,96798.58611,-15500.58611,,,,,,,,,,,,,,,-908.1092847,2107.734347,653.4127828,-3509.012605,98454.56087,96971.92539,-7764.733293,-4690.575267,-147.6519788,-408.5474062,94309.50795,89062.53339,,,,,,,,,,,,,-3474.033848,-10344.57154,-70.52330991,855.6941299,-760.2880855,95091.64076,-3102.372129,-10493.2064,-441.2394285,30.22322311,731.4162433,94573.17849,-3077.012351,-10405.86986,-495.1607694,339.8225207,61891.17479,33045.39733,,,,
2014/9/30,93,88613,98816.51774,-10203.51774,,,,,,,,,,,,,,,2214.173165,1126.686826,191.7888986,-3198.592934,98482.46178,96993.9222,-4268.568333,-83.85761619,-1128.269823,-233.2349538,94326.93073,92874.05525,,,,,,,,,,,,,1214.557384,-6808.717423,-1176.100147,761.1965217,-511.4840167,95133.47544,-4229.637011,-1703.738158,-755.1515046,-345.0495419,1021.634538,94624.94168,-4238.083417,-1580.514288,-1253.590126,668.5714266,61937.07284,33058.88109,,,,
2014/10/31,94,107142,91841.61227,15300.38773,,,,,,,,,,,,,,,-2609.863976,-871.3167406,-291.7303959,-2895.549394,98510.07278,97015.76377,9999.905044,4748.867601,-1902.026035,-57.0564543,94352.30984,97129.99618,,,,,,,,,,,,,3778.048675,9793.561021,-1977.091564,616.527299,-260.4271816,95191.3574,3531.500549,9240.74662,-956.2720499,-633.4474605,1272.737048,94686.73529,3494.08981,9382.70865,-1768.692744,971.4952629,61990.89393,33072.69423,,,,
2014/11/30,95,105799,90299.80546,15499.19454,,,,,,,,,,,,,,,-2536.219092,-2432.644682,-666.696076,-2602.015532,98537.38084,97037.4461,8525.35434,5090.961121,-2325.640157,122.3232429,94386.00145,97260.53408,,,,,,,,,,,,,-4911.580964,16948.44852,-1935.294715,441.2614539,-8.685010748,95264.81426,-129.6976985,11453.90127,-976.4631979,-788.9526634,1481.534583,94758.6777,-191.9811969,11539.92261,-1936.233072,1241.866356,62052.6463,33086.83612,,,,
2014/12/31,96,94277,93016.61433,1260.385668,,,,,,,,,,,,,,,-100.5863983,-2295.543917,-832.0623562,-2319.565979,98564.37298,97058.96519,569.2707187,1273.685505,-2301.045151,306.7272251,94428.3617,93703.56736,,,,,,,,,,,,,-1918.095478,1282.332544,-942.372835,257.4113322,241.9773291,95355.67155,-4012.998246,3387.350434,-789.7668179,-795.3530736,1646.88603,94840.88167,-4045.634146,3304.511337,-1694.900075,1477.035153,62122.34734,33101.30605,,,,
2015/1/31,97,92996,97150.3316,-4154.331598,,,,,,,,,,,,,,,2230.960267,-819.7279743,-804.6779057,-2047.258975,98591.03619,97080.31701,4107.979292,-4176.628694,-1910.66253,495.5651909,94479.74674,88892.72415,,,,,,,,,,,,,12310.10307,-15935.76531,583.2577178,86.23258644,489.451536,95462.65412,7230.239049,-9818.173262,-456.6444951,-663.0202733,1770.191257,94933.40772,7283.263559,-10147.02773,-1136.107631,1676.918741,62200.04173,33116.1032,,,,
2015/2/28,98,71051,96730.16566,-25679.16566,,,,,,,,,,,,,,,-545.6144592,1072.814288,-631.7749303,-1782.616701,98617.35746,97101.49757,-16308.62481,-6586.495456,-1280.666688,686.2742318,94540.51272,87367.07171,,,,,,,,,,,,,-15472.19825,-11642.32805,1902.119059,-54.76063423,731.3190864,95586.78015,-12532.26505,-12837.01372,-43.74365655,-426.8399609,1854.595423,95036.26696,-12486.33856,-13347.32079,-389.5009649,1842.044378,62285.82216,33131.22662,,,,
2015/3/31,99,110438,96942.21612,13495.78388,,,,,,,,,,,,,,,-1799.768315,1982.408392,-360.2843339,-1523.463424,98643.3238,97122.50285,20368.467,-4886.811131,-530.5979612,875.9263033,94611.01579,90072.20382,,,,,,,,,,,,,7157.518049,4396.877771,2345.913095,-154.4533326,964.7336421,95727.45167,17558.13992,-4389.999729,357.3200397,-141.211268,1904.350383,95149.40065,17502.85746,-4983.066398,420.4645766,1973.124999,62379.83341,33146.67514,,,,
2015/4/30,100,112346,99774.42416,12571.57584,,,,,,,,,,,,,,,1097.049216,1318.58597,-42.36411119,-1267.769115,98668.9222,97143.32884,17549.73959,-1202.024051,245.078994,1061.593361,94691.6121,94794.0196,,,,,,,,,,,,,3173.497664,10636.14684,1673.426961,-209.7832839,1186.503729,95886.26337,9416.934403,4850.695877,742.6691594,139.1181438,1923.903559,95272.67886,9293.092254,4137.619455,1193.165523,2070.983339,62482.2563,33162.44723,,,,
2015/5/31,101,98993,99264.10002,-271.1000229,,,,,,,,,,,,,,,1614.228591,-279.1008764,248.3363903,-1013.503742,98694.13966,97163.97153,-1244.932189,3256.758579,958.1684405,1240.34736,94782.65781,100229.1159,,,,,,,,,,,,,-4849.944013,6419.583393,194.9088051,-226.1432437,1392.991958,96061.56313,-10951.95076,11192.66016,1060.175592,369.4351557,1916.775968,95405.90389,-11035.75578,10273.55224,1834.532712,2136.480595,62593.27937,33178.54069,,,,
2015/6/30,102,97588,95419.37591,2168.624087,,,,,,,,,,,,,,,-1396.553104,-1577.191154,432.7942733,-758.6372766,98718.96317,97184.42692,-7599.909921,7373.665967,1520.474641,1409.260256,94884.50906,105178.3057,,,,,,,,,,,,,59.96014107,1303.490888,-1393.255943,-216.4180182,1580.307861,96253.89017,-15678.14735,14079.4178,1232.103868,519.7289606,1886.113431,95548.78329,-15611.40539,12891.46635,2247.378099,2170.516561,62713.07517,33194.95222,,,,
2015/7/31,103,92620,96698.9023,-4078.902298,,,,,,,,,,,,,,,-493.2287022,-1502.534394,452.5313124,-501.2456535,98743.37974,97204.69099,-15745.96636,9959.238494,1843.80186,1565.404005,94997.522,108354.3897,,,,,,,,,,,,,2480.37095,-5509.962143,-2358.378479,-198.5294426,1744.294961,96462.16888,-21134.21556,14427.04332,1223.166093,569.0817716,1833.941691,95700.98268,-20974.52792,13038.29645,2334.219761,2173.835957,62841.78338,33211.6767,,,,
2015/8/31,104,82452,99046.89989,-16594.89989,,,,,,,,,,,,,,,602.4997196,-414.3962343,332.2126452,-240.792595,98767.37635,97224.75974,-26030.00388,9803.376397,1850.724716,1705.849991,95122.05278,108473.722,,,,,,,,,,,,,-879.1518254,-12773.40816,-2271.785894,-192.0929489,1880.74411,96687.60848,-28943.00191,12279.06262,980.2221888,512.3848134,1761.189109,95862.14319,-28791.73996,10863.01805,2036.365422,2146.386245,62979.49858,33228.70647,,,,
2015/9/30,105,88849,99526.75381,-10677.75381,,,,,,,,,,,,,,,-309.450381,905.0636914,120.903941,19.29653966,98790.94002,97244.62916,-15952.78838,6189.60531,1526.685305,1827.040206,95258.45756,104794.3534,,,,,,,,,,,,,-1552.393971,-7125.009915,-1172.998406,-214.3378412,1985.402713,96928.31281,-17216.35275,7383.21125,619.0436243,362.6208127,1668.508957,96031.96811,-17135.76546,6112.89359,1420.903659,2088.713201,63126.25541,33246.03061,,,,
2015/10/31,106,114986,100869.1891,14116.81089,,,,,,,,,,,,,,,271.0265386,1640.837573,-131.3652137,274.6324741,98814.05773,97264.29523,16201.14607,507.8135385,947.0402812,1922.907635,95407.09248,98783.63456,,,,,,,,,,,,,3719.039486,11810.39036,494.1100413,-276.451472,2054.267247,97184.67174,15956.5893,961.5162635,156.5611472,144.2293724,1556.908802,96210.19511,15897.99153,-44.41421603,587.5313343,2001.623991,63282.0121,33263.63517,,,,
2015/11/30,107,116496,100050.9627,16445.03733,,,,,,,,,,,,,,,-619.6907899,1690.225495,-377.1144162,520.8259316,98836.71648,97283.75394,24045.4844,-5311.488596,206.9323456,1986.758153,95568.3137,92450.5975,,,,,,,,,,,,,-4026.25995,19262.75388,2100.817618,-380.455977,2083.684662,97455.47751,24774.12956,-5666.790915,-331.2362723,-104.9634779,1428.30196,96396.55915,24643.07491,-6396.936733,-363.5882173,1885.863391,63446.65868,33281.50322,,,,
