date,t,volume,seares,sea,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,S2,S,CIMF1,CIMF2,CIMF3,CIMF4,CIMF5,CIMF6,IMF1,IMF2,IMF3,IMF4,IMF5,emdres,SSA1,SSA2,SSA3,SSA4,SSA5,SSA6,SSA7,SSA8,SSA9,SSA10,SSA11,SSA12,WD1,WD2,WD3,WD4,WD5,WD6,WD7,CE1,CE2,CE3,CE4,CE5,CE6,CE7,EE1,EE2,EE3,EE4,EE5,EE6,EE7,E1,E2,E3,E4
2009/12/31,48,16855,18530.93958,-1675.939578,,,,,,,,,,,,,,,-879.2651405,430.1268886,-212.0310949,673.4981465,24.50498153,18494.1058,-1211.959373,-1878.049121,101.5615293,684.9007436,19158.54622,18066.95937,,,,,,,,,,,,,-1501.671527,-2188.199615,1655.426699,-277.4726855,574.9417023,110.5876831,18471.94282,-1874.90272,-1290.858238,924.6517814,195.2117509,-48.25202838,2845.6263,16103.52315,-1860.406476,-1287.530901,812.5282547,240.0388199,214.9921399,13510.2002,5227.821372,,,,
2010/1/31,49,16833,18629.12284,-1796.122836,,,,,,,,,,,,,,,-81.32289111,17.94325286,-465.4691824,638.4665803,26.47418886,18493.03089,497.5793056,-3453.780967,-61.67884815,691.1417654,19159.73874,16335.42069,,,,,,,,,,,,,2493.612699,-5587.423266,1266.815345,-560.7617531,627.0332378,115.7254684,18469.47182,1238.264133,-3794.980561,431.9796211,26.21994927,-13.25176954,2842.405662,16102.36297,1259.226549,-3821.825402,314.7617176,96.48711656,248.3317521,13506.9457,5226.557899,,,,
2010/2/28,50,15561,19127.26555,-3566.265549,,,,,,,,,,,,,,,1181.24674,-490.8101911,-676.8979093,593.4465622,28.30617341,18491.97417,-926.8915858,-3132.903623,-228.6115756,687.9737002,19161.43308,16487.89159,,,,,,,,,,,,,-1360.402368,-2097.078786,548.9772727,-786.6939732,661.0706541,120.2425476,18467.17692,-1518.209696,-1570.520302,-177.0802125,-134.8562636,21.3064569,2839.152725,16101.20729,-1507.979013,-1602.617851,-291.8465786,-46.95854719,278.709664,13504.2887,5225.32,,,,
2010/3/31,51,21237,16282.09345,4954.906554,,,,,,,,,,,,,,,-1203.603135,-756.399418,-819.6839883,540.9040502,29.93741954,18490.93852,3484.845223,-1695.257144,-392.4104686,676.1994014,19163.62299,17752.15478,,,,,,,,,,,,,-383.5541426,3539.591827,-257.121304,-934.2655892,676.358993,124.0770931,18465.17961,1410.810242,1853.841225,-745.8526849,-272.6535736,54.93454763,2835.86319,16100.05705,1407.263842,1828.733652,-853.0980534,-179.1962253,305.9695018,13502.19442,5224.109068,,,,
2010/4/30,52,22684,18657.24341,4026.756595,,,,,,,,,,,,,,,1091.442436,-564.3253134,-874.409934,483.3050024,31.3044116,18489.92681,3606.67193,-198.1371799,-547.4586729,656.6309122,19166.29301,19077.32807,,,,,,,,,,,,,951.7022819,4372.380044,-917.5121783,-991.9978023,672.8160502,127.1702601,18463.32713,1953.491367,3194.679517,-1110.53224,-372.2584259,87.17295699,2832.533796,16098.91303,1946.874589,3181.347064,-1204.019302,-289.1604299,329.9643401,13500.62266,5222.926489,,,,
2010/5/31,53,17739,18609.39841,-870.3984064,,,,,,,,,,,,,,,624.2866792,-108.7677185,-850.4633362,423.0572457,32.34363439,18488.94191,-2014.165874,641.7972251,-688.1393344,630.0815575,19169.42643,19753.16587,,,,,,,,,,,,,-69.31471278,798.5762174,-1279.020677,-958.8705585,650.9739726,129.4694394,18461.89683,-1116.594996,1380.579265,-1149.88472,-419.6893088,117.6521625,2829.161684,16097.77591,-1118.050033,1374.656718,-1224.308728,-366.700372,350.5678111,13499.52868,5221.773628,,,,
2010/6/30,54,13832,18437.04655,-4605.046551,,,,,,,,,,,,,,,-78.04951686,395.9967839,-764.010427,362.1314476,32.99157528,18487.98669,-6138.102876,1008.567304,-808.8355989,597.3646933,19173.00648,19970.10288,,,,,,,,,,,,,-905.5192393,-2328.931078,-1297.729917,-843.9227389,611.9654028,130.925245,18460.6075,-2472.971266,-1418.3929,-936.3956863,-408.8007627,146.1670859,2825.747201,16096.64633,-2466.536333,-1416.727174,-969.6021182,-406.7351477,367.709371,13498.86366,5220.651834,,,,
2010/7/31,55,14866,18693.89142,-3827.891416,,,,,,,,,,,,,,,-289.4472454,791.8090835,-630.3407674,301.6216045,33.18472468,18487.06402,-5203.24208,1236.862608,-903.9306123,559.2936755,19177.01641,20069.24208,,,,,,,,,,,,,578.6181166,-3179.223442,-1021.200129,-664.5321646,557.4839546,131.4956345,18459.6087,-565.4495364,-2747.02941,-562.2185303,-349.8185416,172.695911,2822.295115,16095.52499,-551.0736549,-2738.186183,-532.8768583,-412.8136962,381.3950376,13498.57518,5219.562434,,,,
2010/8/31,56,16825,19431.48104,-2606.481035,,,,,,,,,,,,,,,135.5299365,999.0369632,-464.5392832,242.4170772,32.85957591,18486.17677,-3294.939803,1389.626,-967.8075203,516.68186,19181.43946,20119.9398,,,,,,,,,,,,,910.4403662,-2178.012267,-546.4302875,-443.7831697,489.7260146,131.1425933,18458.77712,119.2496133,-2030.227118,-117.219659,-257.3528132,197.3232801,2818.814044,16094.41265,131.5501578,-2022.152127,-6.5495655,-390.8881833,391.6940943,13498.60843,5218.506729,,,,
2010/9/30,57,17792,18964.52451,-1172.524512,,,,,,,,,,,,,,,-199.7368499,741.5790902,-280.0053827,185.4072122,31.95265804,18485.32778,-2328.826048,1459.79922,-995.5746573,470.3426028,19186.25888,20120.82605,,,,,,,,,,,,,-2122.672808,1102.169058,18.01648517,-207.2534437,411.3031366,129.8357984,18458.40247,-1787.966957,281.4590336,314.4478743,-144.6601895,220.0925955,2815.317596,16093.31005,-1775.810478,287.2300001,512.9634843,-347.0858343,398.7449889,13498.90778,5217.485997,,,,
2010/10/31,58,26160,19106.3514,7053.648598,,,,,,,,,,,,,,,587.5346974,-44.18864953,-83.3964036,131.4813064,30.40068276,18484.51977,6087.347241,1446.337455,-986.2318503,421.0892423,19191.45791,20072.65276,,,,,,,,,,,,,1919.720505,4738.528722,569.2286538,20.23993031,325.1591163,127.5490158,18458.19112,4264.72395,2125.19525,649.752469,-24.58786928,240.8783813,2811.819784,16092.21804,4267.608518,2125.49773,936.5832053,-287.5832324,402.7393368,13499.41742,5216.501484,,,,
2010/11/30,59,23019,18967.23895,4051.761052,,,,,,,,,,,,,,,983.0897599,-729.5910973,120.3158342,81.5286576,28.14099074,18483.7548,3046.359921,1349.676404,-943.7261556,369.6700377,19197.01979,19972.64008,,,,,,,,,,,,,-580.0916141,3554.561819,1009.513188,217.5318085,234.4557924,124.2634832,18458.26251,637.326908,2315.243074,818.6261613,88.89081614,259.4473413,2808.328151,16091.13755,636.641861,2294.587225,1185.694167,-218.512959,403.8982303,13500.08255,5215.55438,,,,
2010/12/31,60,16996,18592.87962,-1596.879623,,,,,,,,,,,,,,,606.7715221,-886.5277242,328.0513575,36.43856665,25.11205057,18483.03385,-2807.964458,1158.495212,-874.0171575,316.5586349,19202.92777,19803.96446,,,,,,,,,,,,,-606.3464365,-2733.265399,1245.481985,369.2761595,142.4688753,119.9651741,18458.46338,-4516.825857,1392.132492,767.5704213,182.6675814,275.5397892,2804.846166,16090.06941,-4527.267026,1324.036882,1227.638671,-145.7673794,402.4552896,13500.85072,5214.645811,,,,
2011/1/31,61,14818,16690.27716,-1872.277159,,,,,,,,,,,,,,,-1878.910289,-468.6406797,537.1176191,-2.899685959,21.25293566,18482.35726,-4731.84324,861.8380138,-783.2652915,262.1054346,19209.16508,19549.84324,,,,,,,,,,,,,742.308162,-6218.905781,1202.151994,467.1323932,52.45190242,114.6484824,18459.07119,-5324.665223,146.3938796,568.0724751,248.9066079,288.9043844,2801.373615,16089.01426,-5335.556075,22.6674968,1090.584847,-74.6460852,398.6415594,13501.67388,5213.776827,,,,
2011/2/28,62,17882,21477.63084,-3595.630835,,,,,,,,,,,,,,,1986.409897,310.5955604,717.9940736,-35.59689642,16.50288292,18481.72532,-1335.171245,472.4264204,-677.6164341,206.6462786,19215.71498,19217.17124,,,,,,,,,,,,,-152.7868212,-1862.302037,853.0266656,509.9516979,-32.46302028,108.3124587,18459.80512,-972.9705622,-898.2593938,280.3079023,287.6206029,299.4218416,2797.906953,16087.97266,-989.6431514,-1062.094675,826.8852029,-8.864440739,392.6515322,13502.51082,5212.948401,,,,
2011/3/31,63,23210,18130.22888,5079.771117,,,,,,,,,,,,,,,-1760.481336,625.554421,833.9802142,-60.76388399,10.80115233,18481.13831,4295.787456,104.3512962,-563.216462,150.5170088,19222.5607,18914.21254,,,,,,,,,,,,,-272.0919483,4278.783757,250.358304,502.9507303,-109.3947161,100.9629649,18460.81439,5240.389739,-1509.631517,-9.429176217,300.0903966,307.1963334,2794.439143,16086.94508,5246.423628,-1685.00267,498.6708444,48.6804081,384.6294853,13503.33077,5212.161406,,,,
2011/4/30,64,22935,18855.43101,4079.568986,,,,,,,,,,,,,,,-780.657069,374.0002634,855.0019892,-77.59768936,4.087005568,18480.59651,4188.784735,-131.3124405,-446.2112515,94.05346708,19229.68549,18746.21526,,,,,,,,,,,,,148.0430834,4422.024798,-467.095766,456.1784815,-175.7993706,92.61090468,18461.9746,5277.996979,-1581.306342,-236.7207198,285.7036898,312.433996,2790.960411,16085.93199,5298.835244,-1716.513899,172.147026,95.42376427,374.6721581,13504.11572,5211.416582,,,,
2011/5/31,65,18023,18871.35065,-848.3506455,,,,,,,,,,,,,,,-212.2353416,-84.66484145,777.6751749,-85.82426589,-3.700270209,18480.10019,-694.6511455,-224.2662602,-332.7466793,37.5914952,19237.07259,18717.65115,,,,,,,,,,,,,238.0407392,191.5829457,-1102.587268,382.4578696,-229.584545,83.27537232,18463.57264,153.8347371,-1219.803838,-343.0759502,244.3236187,315.3263402,2787.461387,16084.93371,168.0232669,-1250.892517,-102.13227,128.9971936,362.8369732,13504.85775,5210.714512,,,,
2011/6/30,66,14268,18932.50735,-4664.507346,,,,,,,,,,,,,,,288.7907715,-343.2978933,605.9780349,-85.99785264,-12.61535452,18479.64964,-4533.149243,-197.4716942,-227.5512415,-18.53306497,19244.70524,18801.14924,,,,,,,,,,,,,-384.090969,-2446.592886,-1461.244225,295.2582511,-269.1621016,72.9804223,18465.31075,-4078.731199,-681.8716729,-334.1213595,178.9384518,315.8972343,2783.938002,16083.95054,-4070.91092,-573.3875527,-301.3751999,147.7762768,349.1691238,13505.55609,5210.055524,,,,
2011/7/31,67,14423,18495.62471,-4072.624711,,,,,,,,,,,,,,,-64.34242387,-169.3038371,351.5954566,-78.8929904,-22.67663333,18479.24514,-4544.961129,-80.93728298,-129.6839123,-73.9843716,19252.5667,18967.96113,,,,,,,,,,,,,25.6742697,-2621.193044,-1418.430313,206.7106089,-293.5235544,61.75568755,18467.30243,-4401.270885,-205.4395998,-244.585513,96.78740968,314.1356192,2780.3902,16082.98277,-4397.306971,39.79271114,-417.1194397,151.8290786,333.7196033,13506.21603,5209.439635,,,,
2011/8/31,68,16032,18597.0465,-2565.046502,,,,,,,,,,,,,,,85.37726812,72.57325697,59.39573153,-65.35189715,-33.83481543,18478.88696,-3139.58488,76.15755998,-36.78628558,-128.4265828,19260.64019,19171.58488,,,,,,,,,,,,,606.1689454,-1943.506299,-967.7593579,126.1253882,-302.2555811,49.63627606,18469.38782,-3205.088832,167.8120229,-104.9577892,5.408885701,309.9742604,2776.820799,16082.03065,-3210.079074,515.6612078,-451.8250651,143.6868723,316.5352026,13506.8468,5208.866578,,,,
2011/9/30,69,17533,18660.41916,-1127.419156,,,,,,,,,,,,,,,306.7082818,177.3280621,-209.93516,-46.27697062,-45.98042983,18478.57538,-1818.086687,210.2015345,53.50004494,-181.5238568,19268.90896,19351.08669,,,,,,,,,,,,,-1126.804446,622.7719102,-228.481941,59.1178455,-295.5717851,36.66482635,18471.83688,-2117.579539,538.3230423,42.55709815,-87.95060001,303.3239911,2773.231485,16081.09452,-2125.940275,944.4820401,-430.0259034,127.6500504,297.6591422,13507.4595,5208.335902,,,,
2011/10/31,70,24525,17516.54237,7008.457627,,,,,,,,,,,,,,,-562.6707312,97.28523471,-414.8081982,-22.58738741,-58.9872267,18478.31068,5081.137524,255.9132123,143.5333488,-232.9403518,19277.35627,19443.86248,,,,,,,,,,,,,1432.946246,4278.231185,590.4893367,7.460529635,-274.2835387,22.88935904,18474.36177,4634.472771,756.8770002,164.9566855,-175.2091388,294.1004299,2769.627534,16080.17472,4635.691859,1178.281067,-390.4062101,108.7688665,277.135461,13508.06657,5207.847056,,,,
2011/11/30,71,21996,17941.9184,4054.081603,,,,,,,,,,,,,,,83.23472136,-10.23473822,-541.2434447,4.796377513,-72.72765783,18478.09314,2590.902219,166.241194,235.2314735,-282.3402258,19285.96534,19405.09778,,,,,,,,,,,,,-1176.287104,3709.53429,1255.202384,-30.40708756,-239.7795296,8.361593347,18477.10502,2416.019716,473.3103291,229.1997625,-250.12158,282.302787,2766.017353,16079.27163,2408.418549,889.4938565,-369.7522715,91.88083128,255.0262675,13508.68164,5207.399428,,,,
2011/12/31,72,17175,18661.99668,-1486.996684,,,,,,,,,,,,,,,916.6134974,-99.27548055,-581.1599848,34.96977807,-87.07417498,18477.92304,-2093.221272,-25.86314389,328.7526273,-329.3876371,19294.71943,19268.22127,,,,,,,,,,,,,-386.9291719,-2227.260271,1576.512211,-58.35771553,-193.9578144,-6.86127422,18479.93734,-1665.687707,-190.4555405,229.8014006,-307.406963,267.9484592,2762.414729,16078.38562,-1673.393065,199.4635611,-380.2171156,80.43842467,231.4177545,13509.31936,5206.992363,,,,
2012/1/31,73,16455,18289.55117,-1834.551167,,,,,,,,,,,,,,,533.2885659,-155.5614441,-531.1002501,67.02302388,-101.8993924,18477.80067,-2628.52119,-270.1489773,423.8151426,-373.7467438,19303.60177,19083.52119,,,,,,,,,,,,,2746.988677,-5986.297574,1463.039739,-81.23706268,-139.1589663,-22.71634715,18483.14198,-1684.461377,-757.2321516,151.6752799,-342.4975003,251.1628638,2758.835831,16077.51705,-1690.290085,-437.7282192,-413.7056734,76.25003033,206.4053195,13509.99527,5206.62518,,,,
2012/2/29,74,13389,17007.13908,-3618.13908,,,,,,,,,,,,,,,-924.7214874,-120.431458,-408.1441014,99.78641383,-117.0765738,18477.72629,-5515.075211,-513.5760467,520.137352,-415.0817041,19312.59561,18904.07521,,,,,,,,,,,,,-3654.705979,-2156.528948,943.8206652,-103.4951295,-78.0687065,-39.13528841,18486.41979,-5042.663627,-269.5485475,-9.917750953,-352.9966342,232.1607183,2755.299503,16076.66634,-5044.294725,-97.71246648,-445.5106954,80.11862421,180.0985769,13510.72577,5206.297171,,,,
2012/3/31,75,24380,19099.85817,5280.141827,,,,,,,,,,,,,,,827.065508,38.61327766,-243.0629408,132.0212869,-132.4791454,18477.70018,5590.985288,-697.0503942,617.437588,-453.0566761,19321.68419,18789.01471,,,,,,,,,,,,,2066.396436,3873.564911,157.7839189,-127.9855017,-13.61360634,-56.04835406,18489.88407,5105.703053,779.224749,-207.8541533,-335.950673,211.2149593,2751.8281,16075.83396,5108.887775,756.1970471,-446.303765,92.40338171,152.6287799,13511.52803,5206.007618,,,,
2012/4/30,76,22081,17911.20248,4169.797516,,,,,,,,,,,,,,,-694.0528516,181.9353939,-68.91114771,162.4891245,-147.980676,18477.72264,3273.589464,-751.2433507,715.1389396,-487.3358181,19330.85076,18807.41054,,,,,,,,,,,,,-29.54102934,4489.330415,-684.4829598,-155.189274,51.15240681,-73.37995794,18493.37659,2697.530963,1035.885677,-377.0177245,-287.3950587,188.531132,2748.444384,16075.02063,2699.246207,819.0987631,-390.1953485,113.3951185,124.150215,13512.41941,5205.755794,,,,
2012/5/31,77,17328,18252.81031,-924.8103112,,,,,,,,,,,,,,,-521.7077022,188.7010569,81.52635615,189.9519809,-163.4553071,18477.79393,-1644.218616,-661.0377367,810.7610761,-517.583288,19340.07856,18972.21862,,,,,,,,,,,,,-236.9689909,595.271967,-1355.908653,-182.9447295,113.1752194,-91.05067312,18497.16913,-1436.867858,454.8360801,-468.52632,-205.0679723,164.2261264,2745.172854,16074.22709,-1446.026224,83.23756516,-265.227757,143.338146,94.83905735,13513.41721,5205.540972,,,,
2012/6/30,78,13704,18474.94512,-4770.945117,,,,,,,,,,,,,,,-321.8566682,100.6829659,183.809764,213.1720933,-178.777363,18477.91433,-5576.247053,-424.2791826,898.6386439,-543.4632442,19349.35084,19280.24705,,,,,,,,,,,,,-575.0827093,-2392.767801,-1671.82712,-206.776369,169.5092046,-108.9752596,18500.97632,-4112.463858,-586.4427895,-459.1655229,-91.76673719,138.3476411,2742.037058,16073.45421,-4139.418627,-1048.165764,-79.38830317,181.1910394,64.89383228,13514.5381,5205.36241,,,,
2012/7/31,79,14318,18581.14808,-4263.148083,,,,,,,,,,,,,,,-147.6813651,-28.15139879,241.8061892,230.9118609,-193.8213303,18478.08412,-5395.306545,-53.08827786,972.3838447,-564.6398448,19358.65082,19713.30654,,,,,,,,,,,,,483.2318933,-2989.546824,-1538.74582,-220.7223461,217.4459472,-127.069742,18504.94197,-2812.926701,-1519.758378,-312.8806016,40.80139945,111.0022841,2739.059147,16072.70285,-2837.724896,-1983.163404,155.5509832,223.092269,34.53264799,13515.79769,5205.219357,,,,
2012/8/31,80,16080,18785.29107,-2705.291069,,,,,,,,,,,,,,,157.2881136,-146.2959554,262.5251431,241.9322508,-208.4620745,18478.30359,-4106.406037,373.6126369,1025.60888,-580.7772479,19367.96177,20186.40604,,,,,,,,,,,,,758.8422875,-2085.899567,-980.9318065,-218.5571251,254.6064916,-145.2445136,18508.93756,-1668.799324,-1300.101408,-20.54052389,178.7266297,82.48027186,2736.260459,16071.9739,-1666.578669,-1659.31527,416.2347175,264.2928278,4.00011173,13517.2105,5205.111054,,,,
2012/9/30,81,17314,18463.04128,-1149.041281,,,,,,,,,,,,,,,-93.59517065,-196.3007928,251.9480084,244.9917548,-222.575532,18478.57301,-3274.301371,750.6481173,1051.925951,-591.539787,19377.26709,20588.30137,,,,,,,,,,,,,-1868.304185,898.061287,-137.2077784,-195.164282,279.0577994,-163.4091026,18513.24503,-2484.709149,306.6670774,325.2104184,308.7667283,53.13356123,2733.663192,16071.26817,-2468.100283,142.4831549,643.296128,299.9482765,-26.41176272,13518.79032,5205.036734,,,,
2012/10/31,82,25624,18673.3188,6950.681202,,,,,,,,,,,,,,,88.6695647,-115.2489008,218.0825792,238.9677436,-236.0448492,18478.89266,4820.79363,968.3006979,1045.031525,-596.677266,19386.55141,20803.20637,,,,,,,,,,,,,1931.230641,4455.338741,772.4891805,-147.8573865,289.3664336,-181.4674511,18517.56298,3917.35402,1853.746334,610.9383304,416.7609044,23.32439629,2731.289536,16070.58648,3942.125985,1926.199515,758.3888991,325.2835544,-56.36198134,13520.55043,5204.995616,,,,
2012/11/30,83,22746,18607.61661,4138.383393,,,,,,,,,,,,,,,-95.49615839,72.37656089,177.0810479,223.1705054,-248.7781685,18479.26282,1998.18875,947.9374361,1000.370212,-596.2983486,19395.80195,20747.81125,,,,,,,,,,,,,-860.2639653,3586.13162,1503.224685,-77.36511942,284.6795827,-199.327624,18522.0003,1447.537999,1274.96604,743.0557312,488.0014144,-6.646827708,2729.156054,16069.92959,1486.088528,1577.002786,708.3241346,336.0602973,-85.4873761,13522.50369,5204.986903,,,,
2012/12/31,84,17185,18516.22959,-1331.229589,,,,,,,,,,,,,,,-269.1774498,222.2628844,147.0970756,197.0591478,-260.6958392,18479.68377,-3287.653028,738.8236751,919.4962178,-590.6749268,19405.00806,20472.65303,,,,,,,,,,,,,-936.7880474,-2300.929926,1849.940378,11.671772,264.7399974,-216.8919823,18526.39398,-2117.911281,-667.7834491,699.2514405,511.4143324,-36.54660788,2727.277277,16069.29829,-2092.004961,-183.4346067,517.1388166,329.1666994,-113.4200846,13524.66261,5205.009785,,,,
2013/1/31,85,16757,18500.00561,-1743.005612,,,,,,,,,,,,,,,-197.6120158,187.4140165,141.6291125,160.13853,-271.7198209,18480.15579,-3308.81951,424.859624,806.89888,-580.0986521,19414.15966,20065.81951,,,,,,,,,,,,,2354.947142,-5926.311332,1704.053332,110.8670902,229.9283385,-234.0646474,18531.00984,-866.6234791,-2070.987707,478.6059824,487.8505828,-66.20660621,2725.667884,16068.69334,-870.4705387,-1505.302698,229.8467043,304.0421148,-139.8089789,13527.03921,5205.063447,,,,
2013/2/28,86,15414,19018.60324,-3604.603241,,,,,,,,,,,,,,,596.8051721,-44.74326062,155.1512983,112.4829523,-281.7720728,18480.67915,-4194.032025,82.19799832,667.4485495,-564.8612333,19423.24671,19608.03203,,,,,,,,,,,,,-2095.330772,-2238.671759,1086.629259,208.8872094,181.2242618,-250.7441958,18535.55734,-3098.452414,-701.528231,92.61468795,424.2434796,-95.3356146,2724.342649,16068.11544,-3103.589322,-209.5895465,-100.4475676,261.5528314,-164.3298426,13529.64499,5205.14707,,,,
2013/3/31,87,22955,17393.23788,5561.762124,,,,,,,,,,,,,,,-739.5307528,-289.3619812,175.7073233,55.94370521,-290.7745543,18481.25414,3852.010397,-290.0307825,506.0155769,-545.2543842,19432.25919,19102.9896,,,,,,,,,,,,,416.1579875,3718.087082,148.1713251,292.8590294,120.1944257,-266.8362887,18540.17535,2706.996238,1593.151109,-341.3831016,328.9001832,-123.5447574,2723.3151,16067.56523,2700.689258,1898.262036,-395.7693593,203.0556086,-186.6851964,13532.49113,5205.25983,,,,
2013/4/30,88,23028,18720.92102,4307.07898,,,,,,,,,,,,,,,697.6092854,-343.9760074,191.2003442,-7.144411193,-298.6492248,18481.88103,4392.838019,-611.9255925,327.4703132,-521.5698187,19441.18708,18635.16198,,,,,,,,,,,,,642.495671,4604.444547,-866.7474063,350.1556829,48.91635724,-282.2416621,18544.73246,2625.952919,2245.679679,-693.0585203,210.2344772,-150.4489373,2722.597151,16067.04323,2612.888779,2324.247694,-577.4884275,130.4596948,-206.6119425,13535.5887,5205.400892,,,,
2013/5/31,89,17782,18911.68104,-1129.681035,,,,,,,,,,,,,,,853.9783728,-237.4246988,192.4267261,-74.54142812,-305.3180436,18482.56011,-553.3149167,-757.2892854,136.6831088,-494.0992507,19450.02034,18335.31492,,,,,,,,,,,,,4.956389788,880.5548437,-1682.479886,370.3435945,-30.07331738,-296.8663162,18549.50884,-1106.44471,1056.899294,-856.6802189,75.2297119,-175.7565727,2722.202646,16066.54985,-1111.676256,921.1276184,-598.2527099,46.29307577,-223.8779457,13538.94855,5205.5694,,,,
2013/6/30,90,13238,18141.46113,-4903.461131,,,,,,,,,,,,,,,-9.650605541,-53.54232207,176.1806095,-144.1152342,-310.7029702,18483.29165,-4996.818951,-699.6016886,-61.19392957,-463.134394,19458.74896,18234.81895,,,,,,,,,,,,,-775.3955798,-2381.683689,-2067.596583,346.97323,-113.8947326,-310.6116608,18554.20401,-3587.826515,-888.4251529,-804.8044084,-69.98424659,-199.1947892,2722.149801,16066.08531,-3555.300312,-1190.645578,-475.5663857,-46.07152791,-238.271111,13542.58124,5205.764474,,,,
2013/7/31,91,13099,17519.25271,-4420.252707,,,,,,,,,,,,,,,-738.5779589,161.5741941,140.7158963,-213.8093933,-314.7259638,18484.07594,-5239.457112,-440.4514544,-259.4873813,-428.9669624,19467.36291,18338.45711,,,,,,,,,,,,,-14.37874696,-3285.831857,-1901.658528,278.9126719,-199.4196241,-323.389102,18558.92897,-2362.415996,-2338.803646,-550.11134,-217.3701223,-220.4085069,2722.460001,16065.64961,-2302.236699,-2715.05948,-243.9707603,-142.433332,-249.5912042,13546.49681,5205.985205,,,,
2013/8/31,92,16068,18980.19316,-2912.193157,,,,,,,,,,,,,,,642.2664169,367.6034681,84.36831117,-281.649292,-317.3089839,18484.91324,-2551.177962,-15.12062546,-449.6649032,-391.8886699,19475.85216,18619.17796,,,,,,,,,,,,,1451.644039,-2272.138336,-1213.543221,171.0165473,-283.398572,-335.1058951,18563.52482,144.3279083,-2139.548883,-128.7981029,-357.444459,-238.9358821,2723.156864,16065.24256,202.154525,-2444.399903,49.8669276,-237.8246814,-257.6566789,13550.70451,5206.230662,,,,
2013/9/30,93,16891,18187.76184,-1296.761839,,,,,,,,,,,,,,,-145.5367823,506.6804817,4.866614503,-345.6783283,-318.3739898,18485.80384,-2049.991527,431.7759301,-622.7998608,-352.1912302,19484.20669,18940.99153,,,,,,,,,,,,,-1849.435081,1038.806579,-178.2408261,33.91199726,-362.5714305,-345.6773766,18568.26177,-1591.323036,81.28870428,348.0687191,-481.8225885,-254.3419952,2724.266381,16064.86382,-1579.10226,-23.17022131,318.749508,-327.2744299,-262.3199503,13555.21241,5206.4999,,,,
2013/10/31,94,24679,17707.0552,6971.944801,,,,,,,,,,,,,,,-473.1284925,515.3324136,-100.113908,-403.9399003,-317.8429367,18486.74802,5538.380154,728.3353551,-769.9656195,-310.1663573,19492.41647,19140.61985,,,,,,,,,,,,,1386.160688,4710.788522,928.9795197,-117.0247224,-433.7995062,-355.0152391,18572.85462,3762.271562,2258.289724,718.1344656,-583.8088901,-266.2141298,2725.814287,16064.51298,3719.47999,2389.992008,471.964246,-406.0957733,-263.4820586,13560.02673,5206.791951,,,,
2013/11/30,95,22171,17878.795,4292.205004,,,,,,,,,,,,,,,29.38295267,353.897055,-222.1158755,-454.4771007,-315.6380427,18487.74601,3074.247009,745.8438134,-883.4565315,-266.105765,19500.47147,19096.75299,,,,,,,,,,,,,-754.7864731,3674.749456,1808.27402,-263.5285806,-494.1856487,-363.0437315,18577.44645,1530.750737,1903.745411,872.847492,-654.1200619,-274.2337268,2727.82066,16064.18949,1503.93539,2183.11002,446.0998264,-470.4744666,-261.0894176,13565.15114,5207.105827,,,,
2013/12/31,96,16448,17713.54723,-1265.547234,,,,,,,,,,,,,,,277.4182327,98.09555996,-343.7500533,-495.3307743,-311.6831594,18488.79742,-2395.101023,516.1508304,-961.1103221,-220.3011671,19508.36168,18843.10102,,,,,,,,,,,,,-609.3661258,-2432.052805,2218.775667,-386.7750255,-541.1834005,-369.6845423,18581.90964,-1991.7725,-174.830291,783.3276526,-684.7977203,-278.1182089,2730.298437,16063.89263,-1976.443392,147.4221064,274.1105678,-518.8194291,-255.1130372,13570.58578,5207.440534,,,,
2014/1/31,97,15709,17338.94133,-1629.941329,,,,,,,,,,,,,,,310.5596543,-185.0704512,-446.0058502,-524.5368589,-305.9049945,18489.89983,-2745.998036,116.5886543,-1004.614832,-173.0528522,19516.07707,18454.99804,,,,,,,,,,,,,2615.561038,-6107.108339,2045.232075,-469.9989667,-572.6976424,-374.8704943,18586.5262,-693.1015959,-1936.695063,498.3195746,-678.7351851,-277.6586835,2733.249287,16063.62167,-629.6834629,-1661.401034,13.98257256,-549.9052587,-245.5332348,13576.32564,5207.795081,,,,
2014/2/28,98,12942,16490.74349,-3548.743486,,,,,,,,,,,,,,,-255.7971587,-396.275925,-509.8726751,-540.1272218,-298.2338199,18491.05029,-5065.048796,-375.5803681,-1016.2889,-124.6895358,19523.6076,18007.0488,,,,,,,,,,,,,-3218.757931,-2279.119609,1328.997924,-500.8885374,-587.1613006,-378.5325584,18590.99665,-3952.978861,-1048.3962,57.73923906,-641.5548043,-272.8482679,2736.663113,16063.37578,-3918.477736,-862.6423532,-274.2655436,-562.2476708,-232.3363542,13582.35976,5208.16849,,,,
